constraintsStrength,erreygersE,healthyDietReward,inertiaCoefficient,maxProbaToSwitch,numOfScenario,numberOfHealthy,seed,socialInequality,openmole$experiment
0.12894399,0.04585463769032874,0.153103026,0.819531377,0.890470449,3,1209958,-5755027508209945507,1.5203746389725448,18664
0.12894399,0.046582995342758705,0.153103026,0.819531377,0.890470449,3,1213893,2651381737079164804,1.5295813556380509,18662
0.12894399,0.04632787189199894,0.153103026,0.819531377,0.890470449,3,1213886,2012189157087349326,1.5260541561394578,18619
0.12894399,0.04594418740325572,0.153103026,0.819531377,0.890470449,3,1209558,2592172610157889640,1.523983282986132,18621
0.12894399,0.04682311077299093,0.153103026,0.819531377,0.890470449,3,1215552,1381710599849557533,1.530638791195622,18623
0.12894399,0.046368134825604285,0.153103026,0.819531377,0.890470449,3,1210600,2849869885138962422,1.5290030336835412,18626
0.12894399,0.04645405300688513,0.153103026,0.819531377,0.890470449,3,1208942,1772956050071554879,1.5313793503326343,18625
0.12894399,0.047060788225086074,0.153103026,0.819531377,0.890470449,3,1214156,-1904960221695549286,1.5382719506554636,18419
0.12894399,0.04646410326581339,0.153103026,0.819531377,0.890470449,3,1210586,1921525213289939372,1.5292266186076837,18415
0.12894399,0.047237734707006505,0.153103026,0.819531377,0.890470449,3,1217864,8429418746655145332,1.533876659378831,18421
0.12894399,0.046508254783951083,0.153103026,0.819531377,0.890470449,3,1214186,-6225991688531554899,1.5297302676263336,18417
